"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2012","partido_pt_2012","inova7","pop_2012.1","bur_consel_2012","cand_reelec_2012","cand_sex_2012","cand_esc_2012","cand_age_2012","bur_escol_2011","bur_terc_2011","bur_espel_2012","bur_polit_2012","alinhamento_estadual_2012","alinhamento_federal_2012","alinhamento_ambos_2012","n_alinhado_2012","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2012","log_orcamento_2012","iqb_pcr_2012","iqb_factor_2012"
"96","APpedra branca do amapari",160015,"1600154",0.626,"AP","pedra branca do amapari","Amapá",7.54603436210053,4.84897873774588,0,11794,0,0,11794,1,"Não","Masculino",0,"35",0.0238663484486874,0.0144230769230769,0.565701559020045,0.433070866141732,0,0,0,1,"AP","Pedra Branca do Amapari","pedra branca do amapari","52595036.49",17.7781323099475,0.27865539043143,0.411746472400028
"97","APporto grande",160053,"1600535",0.64,"AP","porto grande","Amapá",7.53551557864912,4.43426323400939,0,17680,0,0,17680,1,"Não","Masculino",0,"50",0.2106135986733,0.0556844547563805,0.763608087091757,0.116089613034623,0,0,0,1,"AP","Porto Grande","porto grande","31108009.26",17.2529758764696,0.172028959964689,0.61453701576881
"98","APsantana",160060,"1600600",0.692,"AP","santana","Amapá",7.48677025149713,2.82197394742052,0,104407,0,0,104407,1,"Não","Masculino",0,"35",0.153685674547983,0.0766990291262136,0.636279926335175,0.189580318379161,0,1,0,0,"AP","Santana","santana","108296745.26",18.5003856585187,0.201388787577128,0.558243048804925
"99","APserra do navio",160005,"1600055",0.709,"AP","serra do navio","Amapá",7.55353303564306,4.94953972806967,0,4545,0,0,4545,1,"Não","Masculino",0,"Ignorada",0.033210332103321,0.0119760479041916,0.696369636963696,0.222748815165877,0,1,0,0,"AP","Serra do Navio","serra do navio","11233096",16.2343749788349,0.238276226184801,0.473782978557528
"100","APtartarugalzinho",160070,"1600709",0.592,"AP","tartarugalzinho","Amapá",7.57550772552214,5.09998837160826,0,13385,0,1,13385,1,"Não","Masculino",0,"56",0.0137362637362637,0.0869565217391304,0.258426966292135,0.423913043478261,0,0,0,1,"AP","Tartarugalzinho","tartarugalzinho","16295018.58",16.6063700104802,0.281955495383531,0.406343539992573
"101","BAadustina",290035,"2900355",0.546,"BA","adustina","Bahia",7.10113216645308,5.61589798934568,0,15914,0,0,15914,0,"Não","Masculino",0,"51",0.1,0.0814977973568282,0.61118690313779,0.0290178571428571,0,0,0,1,"BA","Adustina","adustina","23238441.33",16.9613184192823,0.187360846245608,0.566676951054284
"102","BAaiquara",290060,"2900603",0.583,"BA","aiquara","Bahia",6.78349506160145,5.28228960547084,0,4536,0,0,4536,1,"Não","Masculino",0,"43",0.25,0.00884955752212389,0.717391304347826,0.121212121212121,0,0,0,1,"BA","Aiquara","aiquara","12097749.06",16.3085299651624,0.160792530303815,0.63918962572589
"104","BAamargosa",290100,"2901007",0.625,"BA","amargosa","Bahia",6.85346803350831,4.77668354406544,0,34845,0,0,34845,1,"Não","Feminino",1,"42",0.0929737402413059,0.353535353535354,0.939449541284404,0.0572916666666667,1,1,1,0,"BA","Amargosa","amargosa","46730614.05",17.6599100549712,0.20252820331436,0.549486175752424
"105","BAandorinha",290135,"2901353",0.588,"BA","andorinha","Bahia",6.97050470063525,5.78551605968287,0,14209,0,0,14209,1,"Não","Masculino",0,"65",0.200854700854701,0,0.834935897435897,0.197696737044146,0,0,0,1,"BA","Andorinha","andorinha","26780712.57",17.1031925061631,0.187668528797958,0.587631179402447
"106","BAangical",290140,"2901403",0.625,"BA","angical","Bahia",6.30238085215764,6.5216956604979,0,13992,0,0,13992,0,"Não","Masculino",0,"43",0.0555555555555556,0,0.838604143947655,0.174252275682705,0,0,0,1,"BA","Angical","angical","23706975.69",16.9812798957093,0.223112504391303,0.501185016711222
"107","BAaracatu",290200,"2902005",0.581,"BA","aracatu","Bahia",6.56584226815546,5.87938707870254,0,13542,0,0,13542,0,"Não","Masculino",0,"42",0.112340425531915,0.366336633663366,0.2088772845953,0.1075,0,0,0,1,"BA","Aracatu","aracatu","23453544.77",16.9705322043324,0.206640707496316,0.548221984649204
"108","BAaraci",290210,"2902104",0.534,"BA","araci","Bahia",6.99159998067718,5.24047636685819,0,52325,0,0,52325,1,"Não","Masculino",1,"31",0.188128291048348,0.0378031383737518,0.796069868995633,0.207350521119035,0,0,0,1,"BA","Araci","araci","80773946.38",18.2071650257024,0.194010518492271,0.57622146763442
"111","BAbarra",290270,"2902708",0.557,"BA","barra","Bahia",6.59970722057748,6.30142779037475,0,50134,0,0,50134,1,"Sim","Masculino",1,"59",0.0745341614906832,0,0.928062216461439,0.058659217877095,0,0,0,1,"BA","Barra","barra","78401654.47",18.1773555880316,0.197182679420443,0.544085762982345
"112","BAbarra da estiva",290280,"2902807",0.575,"BA","barra da estiva","Bahia",6.6192862302791,5.74719311573795,0,20767,0,0,20767,0,"Não","Masculino",1,"39",0.268176400476758,0.0306278713629403,0.764150943396226,0.0401234567901235,0,0,0,1,"BA","Barra da Estiva","barra da estiva","32846193.42",17.307346418555,0.141930039030625,0.671972358905929
"113","BAbarra do mendes",290300,"2903003",0.63,"BA","barra do mendes","Bahia",6.64951549713031,6.00726407464189,0,13914,0,0,13914,1,"Não","Masculino",1,"50",0.0409982174688057,0.0867924528301887,0.670168067226891,0.241379310344828,0,0,0,1,"BA","Barra do Mendes","barra do mendes","24313718.63",17.0065513016858,0.241743439545788,0.47236442722159
"114","BAbarra do rocha",290310,"2903102",0.577,"BA","barra do rocha","Bahia",6.81483923095582,5.20086990438207,0,6038,0,0,6038,1,"Não","Feminino",0,"61",0.154798761609907,0,0.540540540540541,0.723076923076923,0,0,0,1,"BA","Barra do Rocha","barra do rocha","11634829.7",16.2695137177399,0.294550133235541,0.41829092086718
"115","BAbarreiras",290320,"2903201",0.721,"BA","barreiras","Bahia",6.24045126837971,6.56388373487898,0,141081,0,1,141081,1,"Não","Masculino",0,"68",0.175654853620955,0.115110759493671,0.579012600702334,0.115947199429183,0,0,0,1,"BA","Barreiras","barreiras","227268990.8",19.241644855407,0.183329416722839,0.591142697660141
"116","BAbarro alto",290323,"2903235",0.607,"BA","barro alto","Bahia",6.6702719020631,5.97414034597478,0,13914,0,0,13914,0,"Não","Masculino",0,"42",0.175491679273828,0,0.967567567567568,0,0,0,0,1,"BA","Barro Alto","barro alto","23483024.3",16.9717883478665,0.159100953272787,0.624116903074501
"117","BAbarrocas",290327,"2903276",0.61,"BA","barrocas","Bahia",6.97225942452887,5.14615637264893,0,14495,0,0,14495,1,"Sim","Masculino",0,"39",0.288537549407115,0.0798816568047337,0.761904761904762,0.3125,0,0,0,1,"BA","Barrocas","barrocas","30513363.75",17.2336753013531,0.186748675058601,0.611464095393452
"118","BAbelmonte",290340,"2903409",0.598,"BA","belmonte","Bahia",6.8750667843586,5.78092868383285,0,22067,0,0,22067,1,"Não","Feminino",1,"53",0.0830670926517572,0.09,0.490405117270789,0.0971014492753623,0,0,0,1,"BA","Belmonte","belmonte","38372400.02",17.4628490096545,0.204459285748184,0.537575807040649
"120","BAbiritinga",290360,"2903607",0.538,"BA","biritinga","Bahia",6.99326302608673,5.03565305707154,0,14866,0,0,14866,1,"Sim","Masculino",0,"41",0.167623421354765,0.00153846153846154,0.818417639429313,0.221870047543582,0,0,0,1,"BA","Biritinga","biritinga","26687333.4",17.0996996063107,0.201123106902459,0.559962758754384
"121","BAboa nova",290370,"2903706",0.567,"BA","boa nova","Bahia",6.73801030439262,5.48043056830425,0,14620,0,0,14620,1,"Não","Masculino",0,"46",0.181184668989547,0.0418604651162791,0.894736842105263,0.0588235294117647,0,0,0,1,"BA","Boa Nova","boa nova","23923050.55",16.9903530102698,0.169364780424936,0.611281750720892
"122","BAboa vista do tupim",290380,"2903805",0.551,"BA","boa vista do tupim","Bahia",6.75910444722544,5.43847053673144,0,17898,1,0,17898,1,"Não","Masculino",0,"46",0.253765932792584,0,0.866103739445115,0.0988857938718663,0,0,0,1,"BA","Boa Vista do Tupim","boa vista do tupim","33955753.28",17.3405688609401,0.155491003711258,0.647708102335698
"123","BAbom jesus da serra",290395,"2903953",0.546,"BA","bom jesus da serra","Bahia",6.70009129851631,5.58263127309205,0,10120,0,0,10120,1,"Não","Masculino",0,"28",0.129979035639413,0.0616621983914209,0.73728813559322,0.186781609195402,0,0,0,1,"BA","Bom Jesus da Serra","bom jesus da serra","16303520.87",16.6068916467459,0.206904158998139,0.54415140124562
"124","BAboninal",290400,"2904001",0.612,"BA","boninal","Bahia",6.6083919117565,5.88846235951828,0,13893,0,0,13893,1,"Não","Masculino",1,"27",0.183823529411765,0.041025641025641,0.718181818181818,0.172151898734177,1,1,1,0,"BA","Boninal","boninal","22759386.07",16.9404881927813,0.188963506889957,0.582790774495136
"126","BAboquira",290410,"2904100",0.603,"BA","boquira","Bahia",6.47617204271891,6.1262139476596,0,22025,0,0,22025,0,"Não","Masculino",1,"59",0.367428003972195,0.0419235511713933,0.75936329588015,0.0517879161528977,0,0,0,1,"BA","Boquira","boquira","30808309.79",17.2432950099314,0.117277325814295,0.731966309597254
"127","BAbrumado",290460,"2904605",0.656,"BA","brumado","Bahia",6.54437217125334,5.90650560788079,0,64972,0,0,64972,1,"Não","Masculino",0,"59",0.15358024691358,0.198876404494382,0.477556686719112,0.187984496124031,0,0,0,1,"BA","Brumado","brumado","107467026.61",18.4926946292717,0.204802343697929,0.556276083277395
"128","BAbuerarema",290470,"2904704",0.613,"BA","buerarema","Bahia",6.83487270956187,5.46755368379334,0,18528,0,0,18528,1,"Não","Masculino",0,"52",0.115270935960591,0.0563607085346216,0.634046890927625,0.0932475884244373,0,0,0,1,"BA","Buerarema","buerarema","25977763.24",17.0727514700423,0.193968127993761,0.559786581750807
"129","BAburitirama",290475,"2904753",0.565,"BA","buritirama","Bahia",6.59446817781496,6.4156696265902,0,19853,0,0,19853,0,"Não","Masculino",1,"62",0.145814581458146,0.040097205346294,0.710391822827939,0.0719424460431655,0,0,0,1,"BA","Buritirama","buritirama","32396488.07",17.2935605819864,0.181319421421221,0.585256584254735
"130","BAcaatiba",290480,"2904803",0.561,"BA","caatiba","Bahia",6.69868720177247,5.71287435133442,0,10576,0,0,10576,1,"Não","Masculino",1,"41",0.0316856780735108,0.0548523206751055,0.359240069084629,0.0240384615384615,0,0,0,1,"BA","Caatiba","caatiba","15998376.2",16.5879977875538,0.204309501998362,0.524930236853916
"131","BAcachoeira",290490,"2904902",0.647,"BA","cachoeira","Bahia",6.93643991284205,4.13035499974513,0,32270,0,0,32270,1,"Não","Masculino",1,"26",0.0596685082872928,0.0012970168612192,0.810344827586207,0.150187734668335,0,0,0,1,"BA","Cachoeira","cachoeira","38075815.43",17.4550898729311,0.217709132425729,0.510194851969082
"133","BAcairu",290540,"2905404",0.627,"BA","cairu","Bahia",6.89700773043537,4.39900665470857,0,15973,0,1,15973,1,"Não","Masculino",0,"49",0.294303797468354,0.129198966408269,0.840885142255005,0.18922305764411,0,0,0,1,"BA","Cairu","cairu","68409047.89",18.0410156529382,0.164527096494687,0.647044725605782
"134","BAcamacan",290560,"2905602",0.581,"BA","camacan","Bahia",6.80693997374332,5.67737005070437,0,31535,0,0,31535,1,"Sim","Feminino",0,"58",0.153846153846154,0.0922897196261682,0.789946140035907,0.0613636363636364,0,0,0,1,"BA","Camacan","camacan","43014735.66",17.5770533047206,0.178796853576986,0.592205243021302
"137","BAcanarana",290620,"2906204",0.587,"BA","canarana","Bahia",6.69233185068307,5.94466115799328,0,24430,1,0,24430,0,"Não","Masculino",0,"42",0.0603644646924829,0,0.971573604060914,0.0292580982236155,0,0,0,1,"BA","Canarana","canarana","36169416.97",17.4037244846388,0.195771736132653,0.542878747703143
"138","BAcanavieiras",290630,"2906303",0.59,"BA","canavieiras","Bahia",6.86846336329402,5.71807977935703,0,31902,0,0,31902,1,"Não","Masculino",0,"68",0.0607966457023061,0,0.562823834196891,0.126582278481013,0,0,0,1,"BA","Canavieiras","canavieiras","39904869.46",17.5020089160176,0.213124790361821,0.517227624890458
"139","BAcandeias",290650,"2906501",0.691,"BA","candeias","Bahia",6.97382387895184,3.52547778217249,0,84121,0,0,84121,1,"Sim","Masculino",1,"50",0.203732204694113,0.0968685981855429,0.486407292853655,0.390896921017403,0,0,0,1,"BA","Candeias","candeias","188292789.18",19.0535086985766,0.224476041113555,0.536155733232456
"140","BAcandiba",290660,"2906600",0.591,"BA","candiba","Bahia",6.33583408918956,6.20875097893779,0,13329,0,0,13329,1,"Sim","Masculino",0,"52",0.065015479876161,0,0.71875,0.108695652173913,0,0,0,1,"BA","Candiba","candiba","18301878.66",16.722514271559,0.208762568202777,0.524683910648158
"141","BAcanudos",290682,"2906824",0.562,"BA","canudos","Bahia",7.04664727784876,5.8343720443598,0,15941,0,0,15941,0,"Não","Masculino",0,"40",0.0697674418604651,0,0.907235621521336,0.102249488752556,0,0,0,1,"BA","Canudos","canudos","24452399.15",17.0122388938156,0.206308570638295,0.529432598328273
"143","BAcapim grosso",290687,"2906873",0.621,"BA","capim grosso","Bahia",6.89305779822155,5.48330204076148,0,27067,0,0,27067,1,"Sim","Masculino",0,"47",0.158649789029536,0,0.959342560553633,0.0297565374211001,0,0,0,1,"BA","Capim Grosso","capim grosso","39058404.79",17.4805686425891,0.169038853683152,0.605445800522122
"144","BAcaravelas",290690,"2906907",0.616,"BA","caravelas","Bahia",6.85387970601282,6.28329425621064,0,21612,0,0,21612,1,"Sim","Masculino",0,"29",0.201680672268908,0.0018348623853211,0.738367658276125,0.0940082644628099,0,0,0,1,"BA","Caravelas","caravelas","42237849.32",17.5588272803463,0.168884780046619,0.61574543531035
"145","BAcardeal da silva",290700,"2907004",0.552,"BA","cardeal da silva","Bahia",7.05501944396069,4.86499276156079,0,9030,0,0,9030,1,"Sim","Feminino",0,"35",0.074487895716946,0.0728744939271255,0.419031719532554,0.414342629482072,0,0,0,1,"BA","Cardeal da Silva","cardeal da silva","21342841.29",16.8762269388363,0.263235030555287,0.447916730682533
"146","BAcarinhanha",290710,"2907103",0.576,"BA","carinhanha","Bahia",6.1661738708998,6.37464996252506,0,28519,1,0,28519,1,"Não","Masculino",0,"56",0.26026026026026,0.00715137067938021,0.859022556390977,0.0590809628008753,1,1,1,0,"BA","Carinhanha","carinhanha","46954795.23",17.6646958932274,0.146788068946896,0.662318865019762
"147","BAcasa nova",290720,"2907202",0.57,"BA","casa nova","Bahia",6.96067025772852,6.2174440732414,0,66331,0,0,66331,1,"Não","Masculino",0,"63",0.13872644574399,0.0312655086848635,0.60913549969344,0.0941117262204328,0,0,0,1,"BA","Casa Nova","casa nova","98611086.73",18.4066942547325,0.186968098544192,0.574997033296294
"148","BAcastro alves",290730,"2907301",0.613,"BA","castro alves","Bahia",6.88284764327595,4.62477671562701,0,25555,0,0,25555,1,"Sim","Masculino",0,"56",0.0378548895899054,0.0660660660660661,0.456506610995129,0.849085365853659,0,0,0,1,"BA","Castro Alves","castro alves","39823085.09",17.4999573294907,0.351069865045956,0.308862766875757
"149","BAcatu",290750,"2907509",0.677,"BA","catu","Bahia",7.0013913309434,4.25120585074233,0,51734,1,0,51734,1,"Não","Masculino",1,"60",0.172161172161172,0,0.741958541815583,0.179190751445087,0,0,0,1,"BA","Catu","catu","81616460.54",18.2175415218951,0.192177005592835,0.574256449545129
"150","BAcaturama",290755,"2907558",0.571,"BA","caturama","Bahia",6.50013284552011,6.01912835109046,0,8817,0,0,8817,1,"Sim","Masculino",0,"54",0,0.075,0.367311072056239,0.062200956937799,0,0,0,1,"BA","Caturama","caturama","15756100.2",16.5727381625348,0.220412707950943,0.494167039367744
"151","BAcentral",290760,"2907608",0.596,"BA","central","Bahia",6.70159174770261,6.09047242743803,0,17057,1,0,17057,1,"Não","Masculino",0,"59",0.145180023228804,0,0.865232163080408,0.155759162303665,1,1,1,0,"BA","Central","central","24159850.57",17.0002027459952,0.195333956827333,0.563286273777304
"152","BAcoaraci",290800,"2908002",0.613,"BA","coaraci","Bahia",6.81110119654506,5.37994343542798,0,19937,1,0,19937,1,"Sim","Feminino",1,"61",0.174129353233831,0.182284980744544,0.803809523809524,0.113744075829384,1,1,1,0,"BA","Coaraci","coaraci","28849746.67",17.177611769944,0.185368729745359,0.589478216250663
"153","BAcocos",290810,"2908101",0.596,"BA","cocos","Bahia",6.0054660667438,6.49950128554604,0,18235,0,0,18235,1,"Sim","Masculino",1,"46",0.288888888888889,0.0110775427995972,0.919220055710306,0.0878787878787879,0,0,0,1,"BA","Cocos","cocos","33858710.95",17.3377068639505,0.144262802892277,0.672835773593677
"154","BAconde",290860,"2908606",0.56,"BA","conde","Bahia",7.08847555440912,5.08493848528874,0,24103,0,0,24103,1,"Não","Feminino",0,"50",0.127586206896552,0.077324973876698,0.796178343949045,0.049,0,0,0,1,"BA","Conde","conde","41319682.27",17.5368495126895,0.18329416353525,0.57903143810137
"156","BAcoribe",290910,"2909109",0.6,"BA","coribe","Bahia",6.06858761215456,6.4767569550757,0,14210,0,0,14210,1,"Não","Masculino",1,"30",0.336661911554922,0.00747663551401869,0.837944664031621,0.169811320754717,0,0,0,1,"BA","Coribe","coribe","25604225.68",17.058267961453,0.14582519023996,0.681553921823715
"157","BAcorrentina",290930,"2909307",0.603,"BA","correntina","Bahia",6.10054314213422,6.49914021496786,0,31397,0,0,31397,1,"Não","Masculino",0,"46",0.201829924650161,0,0.959891598915989,0.0417843026538679,0,0,0,1,"BA","Correntina","correntina","74187406.14",18.1221049651607,0.159414010950537,0.629787847155158
"158","BAcotegipe",290940,"2909406",0.59,"BA","cotegipe","Bahia",6.35504807175197,6.44986992592664,0,13614,0,0,13614,0,"Não","Masculino",1,"43",0.0985221674876847,0,0.778465346534653,0.068362480127186,0,0,0,1,"BA","Cotegipe","cotegipe","25119637.12",17.0391604536001,0.192378146754774,0.556803681505971
"159","BAcruz das almas",290980,"2909802",0.699,"BA","cruz das almas","Bahia",6.91992097588101,4.28068580701221,0,59470,0,0,59470,1,"Não","Masculino",1,"60",0.138643067846608,0.0451038575667656,0.725071225071225,0.149967256057629,1,1,1,0,"BA","Cruz das Almas","cruz das almas","74336834.49",18.1241171404094,0.197433493215723,0.559800801725438
"160","BAdom macedo costa",291020,"2910206",0.632,"BA","dom macedo costa","Bahia",6.90160641339526,4.30770710168121,0,3894,0,0,3894,0,"Não","Masculino",0,"59",0.131410256410256,0.287128712871287,0.377777777777778,0.294117647058824,0,0,0,1,"BA","Dom Macedo Costa","dom macedo costa","9502368.49",16.0670516402339,0.232556782889472,0.512180228008152
"162","BAentre rios",291050,"2910503",0.615,"BA","entre rios","Bahia",7.04327344666139,4.81591721696575,0,40180,0,0,40180,1,"Sim","Masculino",0,"47",0.00856531049250535,0.0562283737024221,0.585657370517928,0.164965986394558,0,0,0,1,"BA","Entre Rios","entre rios","70407630.77",18.0698122068736,0.235958851699532,0.472612109080499
"163","BAesplanada",291060,"2910602",0.589,"BA","esplanada","Bahia",7.06084539661207,4.97251797198313,0,33618,0,0,33618,1,"Não","Masculino",1,"34",0.0339285714285714,0.0225193525686137,0.85705596107056,0.0752306600425834,0,0,0,1,"BA","Esplanada","esplanada","73171439.91",18.1083157376334,0.211915537347686,0.513338877858857
"164","BAeuclides da cunha",291070,"2910701",0.567,"BA","euclides da cunha","Bahia",7.02917613418648,5.63225066851496,0,56962,0,0,56962,1,"Sim","Feminino",0,"60",0.129013426736719,0.117557251908397,0.778288340034463,0.0841328413284133,0,0,0,1,"BA","Euclides da Cunha","euclides da cunha","83929264.62",18.2454849141953,0.190420410592302,0.569817093262188
"165","BAfeira da mata",291077,"2910776",0.588,"BA","feira da mata","Bahia",6.06187641134835,6.45923130141333,0,6177,1,0,6177,1,"Sim","Masculino",1,"39",0.0990990990990991,0,0.858895705521472,0.164285714285714,1,1,1,0,"BA","Feira da Mata","feira da mata","14004221.54",16.4548693806973,0.209440209468057,0.531618107667999
"166","BAfeira de santana",291080,"2910800",0.712,"BA","feira de santana","Bahia",6.94951123722246,4.52839712718218,0,568099,0,0,568099,1,"Não","Masculino",1,"61",0.227194738347155,0.000161733786187935,0.881534569983137,0.0645624103299857,0,0,0,1,"BA","Feira de Santana","feira de santana","644578955.21",20.2841078789845,0.156585713604859,0.639897910723082
"167","BAfirmino alves",291090,"2910909",0.578,"BA","firmino alves","Bahia",6.76020609458941,5.6018235743467,0,5417,0,0,5417,0,"Não","Masculino",0,"46",0.0773809523809524,0,0.821637426900585,0.217081850533808,0,0,0,1,"BA","Firmino Alves","firmino alves","10205356.93",16.1384233296066,0.224844772337069,0.503698591248878
